Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,564277,-,-,-,35.21,-101.94,-6,1102,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle,Pressure,Dew Point
2012,3,14,8,30,58.42627847400974,58.42627847400974,0.0,4.829508691757627,5.762661524573275,72.5,890,2
2012,3,14,9,30,150.35752139525175,145.2672578794425,12.616468005210834,4.652180625451163,6.6935236790216095,61.06,890,2
2012,3,14,10,30,259.27031946214635,222.9589391692733,70.3906881202818,5.742007036165672,7.8336630432221455,50.75,890,2
2012,3,14,11,30,360.4322128874956,275.3302190649854,144.07563861872936,5.5648434549314,8.842378253067295,42.54,890,1
2012,3,14,12,30,472.4118058762687,274.3970599253746,317.92408577212296,5.222102409477634,10.177755260454717,37.88,890,0
2012,3,14,13,30,574.8816878956404,146.7712413361944,701.6389307900514,4.972273447906912,11.322372184690835,38.15,880,-2
2012,3,14,14,30,572.0932098029953,73.5170054156988,900.7416626449832,5.234131346513237,12.14230013563565,43.24,880,-4
2012,3,14,15,30,489.0193147877637,75.21270047683294,905.8990012482332,5.573312315244518,12.268919597150898,51.72,880,-6
2012,3,14,16,30,364.2754683438346,93.01456901979304,830.5912359071618,6.15530231604989,11.871156480199716,62.18,880,-8
2012,3,14,17,30,207.3494232684236,96.48046680597756,645.342325084512,6.905550819201713,10.762171828976477,73.69,880,-4
2012,3,14,18,30,54.87909892023473,54.87909892023473,0.0,7.94408821797576,9.352534118026597,85.74,880,-2
